nama_pintu_air,lokasi,latitude,longitude,tanggal,tinggi_air,status_siaga
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-03-29 14:00:51",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-03-30 03:10:00",1840,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-03-30 00:03:27",2650,"Status : Siaga 3"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-03-30 03:10:00",1500,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-03-30 03:10:00",1660,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-03-30 02:20:00",1670,"Status : Siaga 3"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-03-29 18:40:00",210,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-03-30 03:20:00",90,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-03-30 03:20:00",600,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-03-30 03:20:00",5770,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-03-30 00:08:36",400,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-03-30 03:20:00",170,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-03-30 03:20:00",3000,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-03-30 03:20:00",1950,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-03-30 00:01:13",1900,"Status : Siaga 3"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-03-30 03:20:00",-1870,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-03-30 00:03:55",650,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-03-30 03:10:00",130,"Status : Normal"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-03-30 03:20:00",570,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-03-29 22:00:00",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-03-30 03:20:00",4610,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-03-30 03:20:00",520,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-03-29 14:00:51",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-03-30 03:20:00",1840,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-03-30 00:03:27",2650,"Status : Siaga 3"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-03-30 03:20:00",1500,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-03-30 03:20:00",1670,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-03-30 02:20:00",1670,"Status : Siaga 3"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-03-29 18:40:00",210,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-03-30 04:10:00",90,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-03-30 04:10:00",600,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-03-30 04:10:00",5870,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-03-30 00:08:36",400,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-03-30 04:10:00",170,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-03-30 04:10:00",3000,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-03-30 04:10:00",1980,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-03-30 00:01:13",1900,"Status : Siaga 3"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-03-30 04:10:00",-1840,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-03-30 00:03:55",650,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-03-30 04:10:00",140,"Status : Normal"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-03-30 04:10:00",410,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-03-29 22:00:00",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-03-30 04:10:00",4610,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-03-30 04:10:00",580,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-03-29 14:00:51",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-03-30 04:10:00",1830,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-03-30 00:03:27",2650,"Status : Siaga 3"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-03-30 04:10:00",1510,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-03-30 04:10:00",1670,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-03-30 04:00:00",1620,"Status : Siaga 3"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-03-29 18:40:00",210,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-03-30 04:40:00",80,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-03-30 04:40:00",600,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-03-30 04:40:00",6010,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-03-30 02:00:02",400,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-03-30 04:40:00",180,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-03-30 04:30:00",3020,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-03-30 04:40:00",2010,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-03-30 01:00:45",1800,"Status : Siaga 3"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-03-30 04:40:00",-1820,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-03-30 00:03:55",650,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-03-30 04:40:00",140,"Status : Normal"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-03-30 04:40:00",410,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-03-29 22:00:00",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-03-30 04:40:00",4610,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-03-30 04:40:00",580,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-03-29 14:00:51",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-03-30 04:40:00",1830,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-03-30 02:00:47",2650,"Status : Siaga 3"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-03-30 04:40:00",1510,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-03-30 04:40:00",1670,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-03-30 04:40:00",1610,"Status : Siaga 3"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-03-29 18:40:00",210,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-03-30 05:10:00",80,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-03-30 04:50:00",600,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-03-30 05:00:00",6110,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-03-30 04:42:44",400,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-03-30 05:10:00",180,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-03-30 05:10:00",3070,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-03-30 05:10:00",2030,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-03-30 02:00:02",1890,"Status : Siaga 3"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-03-30 05:10:00",-1810,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-03-30 00:03:55",650,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-03-30 05:10:00",140,"Status : Normal"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-03-30 05:10:00",410,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-03-29 22:00:00",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-03-30 05:10:00",4610,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-03-30 05:10:00",600,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-03-29 14:00:51",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-03-30 05:10:00",1830,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-03-30 04:44:11",2600,"Status : Siaga 3"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-03-30 05:00:00",1520,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-03-30 05:10:00",1680,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-03-30 05:10:00",1670,"Status : Siaga 3"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-03-29 18:40:00",210,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-03-30 05:30:00",80,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-03-30 05:40:00",600,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-03-30 05:40:00",6350,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-03-30 04:42:44",400,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-03-30 05:40:00",190,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-03-30 05:40:00",3180,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-03-30 05:40:00",2100,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-03-30 02:00:02",1890,"Status : Siaga 3"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-03-30 05:40:00",-1790,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-03-30 00:03:55",650,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-03-30 05:40:00",150,"Status : Normal"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-03-30 05:40:00",400,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-03-29 22:00:00",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-03-30 05:40:00",4610,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-03-30 05:40:00",660,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-03-29 14:00:51",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-03-30 05:40:00",1820,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-03-30 04:44:11",2600,"Status : Siaga 3"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-03-30 05:40:00",1520,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-03-30 05:40:00",1690,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-03-30 05:40:00",1620,"Status : Siaga 3"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-03-29 18:40:00",210,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-03-30 06:10:00",80,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-03-30 06:00:00",600,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-03-30 06:10:00",6500,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-03-30 04:42:44",400,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-03-30 06:10:00",190,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-03-30 06:10:00",3320,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-03-30 06:10:00",2060,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-03-30 02:00:02",1890,"Status : Siaga 3"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-03-30 06:10:00",-1770,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-03-30 00:03:55",650,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-03-30 06:10:00",170,"Status : Normal"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-03-30 06:10:00",400,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-03-29 22:00:00",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-03-30 06:10:00",4610,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-03-30 06:10:00",830,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-03-29 14:00:51",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-03-30 06:00:00",1820,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-03-30 04:44:11",2600,"Status : Siaga 3"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-03-30 06:10:00",1530,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-03-30 06:10:00",1690,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-03-30 05:40:00",1620,"Status : Siaga 3"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-03-29 18:40:00",210,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-03-30 06:40:00",80,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-03-30 06:00:00",600,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-03-30 06:40:00",6480,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-03-30 06:09:08",300,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-03-30 06:40:00",300,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-03-30 06:40:00",3480,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-03-30 06:40:00",2060,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-03-30 02:00:02",1890,"Status : Siaga 3"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-03-30 06:40:00",-1760,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-03-30 05:00:49",650,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-03-30 06:40:00",180,"Status : Normal"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-03-30 06:40:00",410,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-03-29 22:00:00",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-03-30 06:40:00",4610,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-03-30 06:40:00",910,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-03-29 14:00:51",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-03-30 06:40:00",1820,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-03-30 06:10:47",2600,"Status : Siaga 3"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-03-30 06:30:00",1540,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-03-30 06:40:00",1710,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-03-30 05:40:00",1620,"Status : Siaga 3"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-03-29 18:40:00",210,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-03-30 07:10:00",80,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-03-30 06:14:06",1000,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-03-30 07:10:00",6500,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-03-30 06:09:08",300,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-03-30 07:10:00",430,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-03-30 07:10:00",3550,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-03-30 07:10:00",2060,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-03-30 02:00:02",1890,"Status : Siaga 3"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-03-30 07:10:00",-1740,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-03-30 05:00:49",650,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-03-30 07:10:00",210,"Status : Normal"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-03-30 07:10:00",410,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-03-29 22:00:00",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-03-30 07:10:00",4610,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-03-30 07:10:00",1070,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-03-29 14:00:51",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-03-30 07:10:00",1820,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-03-30 06:10:47",2600,"Status : Siaga 3"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-03-30 07:10:00",1570,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-03-30 07:10:00",1730,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-03-30 06:51:44",1600,"Status : Siaga 3"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-03-29 18:40:00",210,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-03-30 07:40:00",80,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-03-30 07:08:06",1000,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-03-30 07:40:00",5710,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-03-30 07:02:02",300,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-03-30 07:40:00",490,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-03-30 07:40:00",3610,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-03-30 07:40:00",2110,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-03-30 02:00:02",1890,"Status : Siaga 3"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-03-30 07:40:00",-1750,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-03-30 05:00:49",650,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-03-30 07:40:00",210,"Status : Normal"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-03-30 07:40:00",400,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-03-29 22:00:00",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-03-30 07:40:00",4610,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-03-30 07:40:00",950,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-03-29 14:00:51",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-03-30 07:40:00",1840,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-03-30 06:48:28",2700,"Status : Siaga 3"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-03-30 07:30:00",1580,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-03-30 07:40:00",1750,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-03-30 06:51:44",1600,"Status : Siaga 3"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-03-29 18:40:00",210,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-03-30 08:00:00",70,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-03-30 07:08:06",1000,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-03-30 08:10:00",5740,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-03-30 07:02:02",300,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-03-30 08:10:00",-390,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-03-30 08:10:00",3640,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-03-30 08:10:00",2110,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-03-30 02:00:02",1890,"Status : Siaga 3"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-03-30 08:10:00",-1740,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-03-30 05:00:49",650,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-03-30 08:10:00",260,"Status : Normal"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-03-30 08:10:00",400,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-03-29 22:00:00",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-03-30 08:10:00",4610,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-03-30 08:10:00",1030,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-03-29 14:00:51",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-03-30 08:10:00",1880,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-03-30 06:48:28",2700,"Status : Siaga 3"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-03-30 08:10:00",1610,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-03-30 08:10:00",1770,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-03-30 06:51:44",1600,"Status : Siaga 3"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-03-29 18:40:00",210,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-03-30 08:00:00",70,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-03-30 07:08:06",1000,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-03-30 08:40:00",5760,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-03-30 08:00:13",300,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-03-30 08:40:00",140,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-03-30 08:40:00",3660,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-03-30 08:40:00",2070,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-03-30 08:00:13",-2010,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-03-30 08:40:00",-1730,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-03-30 05:00:49",650,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-03-30 08:40:00",260,"Status : Normal"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-03-30 08:40:00",400,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-03-30 08:00:13",500,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-03-30 08:40:00",4610,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-03-30 08:40:00",980,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-03-29 14:00:51",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-03-30 08:40:00",1900,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-03-30 06:48:28",2700,"Status : Siaga 3"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-03-30 08:40:00",1620,"Status : Siaga 2"
