nama_pintu_air,lokasi,latitude,longitude,tanggal,tinggi_air,status_siaga
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-04-26 00:10:00",150,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-04-26 00:10:00",4060,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-04-26 00:10:00",2120,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-04-25 23:00:02",2160,"Status : Siaga 2"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-04-26 00:10:00",-2050,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-04-25 23:00:38",750,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-04-25 23:00:31",300,"Status : Normal"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-04-26 00:00:00",300,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-04-25 22:00:16",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-04-25 23:20:00",4710,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-04-26 00:10:00",870,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-04-25 21:00:04",850,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-04-25 23:40:00",1960,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-04-26 00:10:00",2220,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-04-26 00:10:00",1930,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-04-26 00:10:00",2040,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-04-26 00:10:00",1670,"Status : Siaga 3"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-04-07 18:20:00",330,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-04-26 00:40:00",1140,"Status : Siaga 3"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-04-26 23:00:45",3100,"Status : Siaga 2"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-04-26 00:40:00",6580,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-04-26 00:40:00",560,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-04-26 00:40:00",250,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-04-26 00:40:00",4100,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-04-26 00:40:00",2110,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-04-26 00:09:23",2130,"Status : Siaga 2"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-04-26 00:40:00",-2060,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-04-25 23:00:38",750,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-04-26 00:13:20",450,"Status : Normal"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-04-26 00:40:00",300,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-04-25 22:00:16",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-04-25 23:20:00",4710,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-04-26 00:40:00",1000,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-04-25 21:00:04",850,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-04-26 00:10:00",1970,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-04-26 00:40:00",2290,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-04-26 00:40:00",1980,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-04-26 00:40:00",2020,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-04-26 00:40:00",1650,"Status : Siaga 3"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-04-07 18:20:00",330,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-04-26 01:10:00",990,"Status : Siaga 3"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-04-26 23:00:45",3100,"Status : Siaga 2"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-04-26 01:10:00",6550,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-04-26 01:10:00",610,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-04-26 01:10:00",320,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-04-26 01:10:00",4090,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-04-26 01:10:00",2110,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-04-26 00:09:23",2130,"Status : Siaga 2"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-04-26 01:10:00",-2050,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-04-25 23:00:38",750,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-04-26 00:13:20",450,"Status : Normal"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-04-26 01:10:00",300,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-04-25 22:00:16",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-04-26 01:10:00",4740,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-04-26 01:10:00",1050,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-04-25 21:00:04",850,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-04-26 01:20:00",1980,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-04-26 01:10:00",2300,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-04-26 01:10:00",2000,"Status : Siaga 1"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-04-26 01:10:00",2030,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-04-26 01:10:00",1620,"Status : Siaga 3"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-04-07 18:20:00",330,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-04-26 01:40:00",940,"Status : Siaga 3"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-04-26 23:00:45",3100,"Status : Siaga 2"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-04-26 01:40:00",6530,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-04-26 01:40:00",590,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-04-26 01:40:00",370,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-04-26 01:40:00",4050,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-04-26 01:40:00",2130,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-04-26 00:09:23",2130,"Status : Siaga 2"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-04-26 01:40:00",-2040,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-04-25 23:00:38",750,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-04-26 00:13:20",450,"Status : Normal"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-04-26 01:40:00",300,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-04-25 22:00:16",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-04-26 01:40:00",4740,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-04-26 01:40:00",1070,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-04-25 21:00:04",850,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-04-26 01:30:00",2010,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-04-26 01:40:00",2300,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-04-26 01:40:00",2000,"Status : Siaga 1"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-04-26 01:40:00",2050,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-04-26 01:40:00",1680,"Status : Siaga 3"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-04-07 18:20:00",330,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-04-26 02:00:00",870,"Status : Siaga 3"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-04-26 23:00:45",3100,"Status : Siaga 2"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-04-26 02:10:00",6520,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-04-26 02:10:00",520,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-04-26 02:10:00",290,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-04-26 02:10:00",4030,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-04-26 02:10:00",2100,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-04-26 00:09:23",2130,"Status : Siaga 2"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-04-26 02:10:00",-2020,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-04-25 23:00:38",750,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-04-26 00:13:20",450,"Status : Normal"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-04-26 02:10:00",300,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-04-25 22:00:16",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-04-26 02:10:00",4740,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-04-26 02:10:00",1050,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-04-25 21:00:04",850,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-04-26 02:10:00",2050,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-04-26 02:10:00",2280,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-04-26 02:10:00",1970,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-04-26 02:10:00",2010,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-04-26 02:10:00",1640,"Status : Siaga 3"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-04-07 18:20:00",330,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-04-26 02:40:00",790,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-04-26 23:00:45",3100,"Status : Siaga 2"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-04-26 02:30:00",6510,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-04-26 02:40:00",470,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-04-26 02:40:00",300,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-04-26 02:40:00",3990,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-04-26 02:40:00",2120,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-04-26 02:27:01",2100,"Status : Siaga 2"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-04-26 02:40:00",-2100,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-04-26 01:00:00",750,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-04-26 02:27:45",450,"Status : Normal"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-04-26 02:40:00",300,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-04-25 22:00:16",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-04-26 02:40:00",4740,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-04-26 02:40:00",1030,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-04-26 00:00:00",850,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-04-26 02:40:00",2060,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-04-26 02:40:00",2260,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-04-26 02:40:00",1960,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-04-26 02:40:00",2020,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-04-26 02:40:00",1620,"Status : Siaga 3"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-04-07 18:20:00",330,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-04-26 03:10:00",760,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-04-26 23:00:45",3100,"Status : Siaga 2"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-04-26 03:10:00",6540,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-04-26 02:40:00",470,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-04-26 03:10:00",320,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-04-26 03:10:00",3940,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-04-26 03:10:00",2100,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-04-26 02:27:01",2100,"Status : Siaga 2"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-04-26 03:10:00",-1940,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-04-26 01:00:00",750,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-04-26 02:27:45",450,"Status : Normal"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-04-26 03:10:00",300,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-04-25 22:00:16",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-04-26 02:50:00",4740,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-04-26 03:10:00",1110,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-04-26 00:00:00",850,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-04-26 03:10:00",2060,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-04-26 03:10:00",2240,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-04-26 03:00:00",1940,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-04-26 03:10:00",2010,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-04-26 03:10:00",1610,"Status : Siaga 3"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-04-07 18:20:00",330,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-04-26 03:40:00",710,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-04-26 23:00:45",3100,"Status : Siaga 2"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-04-26 03:40:00",6550,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-04-26 02:40:00",470,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-04-26 03:40:00",330,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-04-26 03:40:00",3910,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-04-26 03:40:00",2110,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-04-26 02:27:01",2100,"Status : Siaga 2"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-04-26 03:40:00",-1910,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-04-26 01:00:00",750,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-04-26 02:32:09",2000,"Status : Siaga 3"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-04-26 03:40:00",300,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-04-25 22:00:16",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-04-26 03:40:00",4740,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-04-26 03:40:00",1100,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-04-26 00:00:00",850,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-04-26 03:40:00",2050,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-04-26 03:40:00",2210,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-04-26 03:40:00",1910,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-04-26 03:40:00",2010,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-04-26 03:40:00",1620,"Status : Siaga 3"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-04-07 18:20:00",330,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-04-26 04:10:00",680,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-04-26 23:00:45",3100,"Status : Siaga 2"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-04-26 04:10:00",6540,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-04-26 02:40:00",470,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-04-26 04:10:00",340,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-04-26 04:10:00",3860,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-04-26 04:10:00",2110,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-04-26 02:27:01",2100,"Status : Siaga 2"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-04-26 04:10:00",-1840,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-04-26 01:00:00",750,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-04-26 02:32:09",2000,"Status : Siaga 3"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-04-26 04:10:00",300,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-04-25 22:00:16",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-04-26 04:10:00",4740,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-04-26 04:10:00",1070,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-04-26 00:00:00",850,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-04-26 04:10:00",2040,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-04-26 04:10:00",2190,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-04-26 04:10:00",1910,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-04-26 04:10:00",2010,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-04-26 04:10:00",1700,"Status : Siaga 3"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-04-07 18:20:00",330,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-04-26 04:40:00",640,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-04-26 23:00:45",3100,"Status : Siaga 2"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-04-26 04:40:00",6620,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-04-26 02:40:00",470,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-04-26 04:40:00",350,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-04-26 04:40:00",3820,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-04-26 04:30:00",2110,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-04-26 02:27:01",2100,"Status : Siaga 2"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-04-26 04:40:00",-1820,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-04-26 01:00:00",750,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-04-26 02:32:09",2000,"Status : Siaga 3"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-04-26 04:40:00",300,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-04-25 22:00:16",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-04-26 04:40:00",4740,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-04-26 04:40:00",980,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-04-26 00:00:00",850,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-04-26 04:40:00",2030,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-04-26 04:40:00",2190,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-04-26 04:40:00",1900,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-04-26 04:40:00",1990,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-04-26 04:40:00",1880,"Status : Siaga 3"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-04-07 18:20:00",330,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-04-26 05:10:00",620,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-04-26 23:00:45",3100,"Status : Siaga 2"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-04-26 05:10:00",6880,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-04-26 04:00:01",400,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-04-26 05:10:00",350,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-04-26 05:10:00",3800,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-04-26 05:10:00",2070,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-04-26 04:00:01",2090,"Status : Siaga 2"
"P.A. Pluit","Waduk Pluit",-6.10907603055,106.796648987,"2019-04-26 05:10:00",-1800,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.400528,106.831944,"2019-04-26 04:00:01",800,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-04-26 04:00:01",1900,"Status : Siaga 3"
"Pompa Tanjungan",Tanjungan,-6.106601,106.725045,"2019-04-26 05:10:00",300,"Status : Normal"
"PS. Sunter Hulu",Sunter,,,"2019-04-25 22:00:16",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-04-26 05:10:00",4740,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-04-26 05:10:00",900,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-04-26 00:00:00",850,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-04-26 05:10:00",2010,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-04-26 05:10:00",2180,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-04-26 05:10:00",1900,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-04-26 05:10:00",1980,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-04-26 05:10:00",2170,"Status : Siaga 2"
"PS. Cibogo",Ciliwung,-6.657083,106.878083,"2019-04-07 18:20:00",330,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-04-26 05:40:00",600,"Status : Normal"
"PS. Depok",Ciliwung,-6.400420,106.831524,"2019-04-26 23:00:45",3100,"Status : Siaga 2"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-04-26 05:40:00",7160,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-04-26 04:00:01",400,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-04-26 05:40:00",360,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-04-26 05:40:00",3890,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-04-26 05:40:00",2080,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-04-26 04:00:01",2090,"Status : Siaga 2"
